15801,0.17142637073993683,0.96
15901,0.33257436752319336,0.93
16001,0.13501960039138794,0.98
16101,0.2939562499523163,0.93
16201,0.19763796031475067,0.95
16301,0.1491546332836151,0.95
16401,0.21095359325408936,0.92
16501,0.25811174511909485,0.92
16601,0.2317485511302948,0.95
16701,0.23704229295253754,0.92
16801,0.19172662496566772,0.94
16901,0.16901417076587677,0.94
17001,0.21662843227386475,0.91
17101,0.22825685143470764,0.9
17201,0.24502743780612946,0.92
17301,0.1874830275774002,0.95
17401,0.30633237957954407,0.9
17501,0.2866639196872711,0.92
17601,0.18390436470508575,0.95
17701,0.2742302417755127,0.89
17801,0.10371480882167816,0.97
17901,0.16538956761360168,0.94
18001,0.1825779676437378,0.95
18101,0.33438631892204285,0.92
18201,0.1358949840068817,0.96
18301,0.22014278173446655,0.93
18401,0.16850776970386505,0.96
18501,0.24427978694438934,0.93
18601,0.16177485883235931,0.94
18701,0.3090822696685791,0.93
18801,0.1949513703584671,0.94
18901,0.32777056097984314,0.92
19001,0.1831863671541214,0.94
19101,0.16172267496585846,0.95
19201,0.23768548667430878,0.9
19301,0.2914334535598755,0.89
19401,0.20688322186470032,0.94
19501,0.21542657911777496,0.93
19601,0.2035723626613617,0.94
19701,0.21576346457004547,0.93
19801,0.11305627226829529,0.97
19901,0.17681564390659332,0.95
